Phenotype Name,Code Type,Code Description,Code
Non-brain cancer,Read2,Fibrosarcoma of spleen,B1z1100
Non-brain cancer,Read2,Follicular lymphoma,B628.00
Non-brain cancer,Read2,Follicular lymphoma grade 1,B628000
Non-brain cancer,Read2,Follicular lymphoma grade 2,B628100
Non-brain cancer,Read2,Follicular lymphoma grade 3,B628200
Non-brain cancer,Read2,Follicular lymphoma grade 3a,B628300
Non-brain cancer,Read2,Follicular lymphoma grade 3b,B628400
Non-brain cancer,Read2,Follicular lymphoma NOS,B627C11
Non-brain cancer,Read2,Follicular non-Hodg mixed sml cleavd & lge cell lymphoma,B627100
Non-brain cancer,Read2,Follicular non-Hodgkin's large cell lymphoma,B627200
Non-brain cancer,Read2,Follicular non-Hodgkin's lymphoma,B627C00
Non-brain cancer,Read2,Follicular non-Hodgkin's small cleaved cell lymphoma,B627000
Non-brain cancer,Read2,Gamma heavy chain disease,C333200
Non-brain cancer,Read2,Gleason grading of prostate cancer,4M0..00
Non-brain cancer,Read2,Gleason prostate grade 2-4 (low),4M00.00
Non-brain cancer,Read2,Gleason prostate grade 5-7 (medium),4M01.00
Non-brain cancer,Read2,Gleason prostate grade 8-10 (high),4M02.00
Non-brain cancer,Read2,Granulocytic sarcoma,B653100
Non-brain cancer,Read2,H/O Malignant melanoma,1425000
Non-brain cancer,Read2,H/O: * leukaemia,1429
Non-brain cancer,Read2,H/O: prostate cancer,1427000
Non-brain cancer,Read2,Hairy cell leukaemia,B624.12
Non-brain cancer,Read2,Hand - Schuller - Christian disease,C37y000
Non-brain cancer,Read2,Heavy chain disease,C333300
Non-brain cancer,Read2,Heilmeyer - Schoner disease,B671.11
Non-brain cancer,Read2,Hepatoblastoma of liver,B150100
Non-brain cancer,Read2,Hepatocellular carcinoma,B150300
Non-brain cancer,Read2,Hepatosplenic T-cell lymphoma,B62E500
Non-brain cancer,Read2,Hereditary nonpolyposis colon cancer,B139.00
Non-brain cancer,Read2,Histiocytic leukaemia,B66..11
Non-brain cancer,Read2,"Histiocytosis X (acute, progressive)",B625.11
Non-brain cancer,Read2,"Histiocytosis X , chronic",C37y500
Non-brain cancer,Read2,"Histiocytosis X , unspecified",C37y600
Non-brain cancer,Read2,HIV dis resulting oth types of non-Hodgkin's lymphoma,A789700
Non-brain cancer,Read2,HIV disease resulting in Burkitt's lymphoma,A789600
Non-brain cancer,Read2,HIV disease resulting in Kaposi sarcoma,A789511
Non-brain cancer,Read2,HIV disease resulting in Kaposi's sarcoma,A789500
Non-brain cancer,Read2,Hodgkin lymphoma,B61..11
Non-brain cancer,Read2,Hodgkin lymphoma NOS,B61z.11
Non-brain cancer,Read2,Hodgkin's disease,B61..00
Non-brain cancer,Read2,Hodgkin's disease NOS,B61z.00
Non-brain cancer,Read2,Hodgkin's disease NOS,B61zz00
Non-brain cancer,Read2,Hodgkin's disease NOS of intra-abdominal lymph nodes,B61z300
Non-brain cancer,Read2,Hodgkin's disease NOS of intrathoracic lymph nodes,B61z200
Non-brain cancer,Read2,Hodgkin's disease NOS of lymph nodes inguinal region and leg,B61z500
Non-brain cancer,Read2,Hodgkin's disease NOS of lymph nodes of axilla and arm,B61z400
Non-brain cancer,Read2,"Hodgkin's disease NOS of lymph nodes of head, face and neck",B61z100
Non-brain cancer,Read2,Hodgkin's disease NOS of lymph nodes of multiple sites,B61z800
Non-brain cancer,Read2,Hodgkin's disease NOS of spleen,B61z700
Non-brain cancer,Read2,"Hodgkin's disease NOS, unspecified site",B61z000
Non-brain cancer,Read2,"Hodgkin's disease, lymphocytic depletion",B616.00
Non-brain cancer,Read2,"Hodgkin's disease, lymphocytic depletion NOS",B616z00
Non-brain cancer,Read2,"Hodgkin's disease, lymphocytic depletion of spleen",B616700
Non-brain cancer,Read2,"Hodgkin's disease, lymphocytic-histiocytic predominance",B613.00
Non-brain cancer,Read2,"Hodgkin's disease, mixed cellularity",B615.00
Non-brain cancer,Read2,"Hodgkin's disease, mixed cellularity NOS",B615z00
Non-brain cancer,Read2,"Hodgkin's disease, mixed cellularity of unspecified site",B615000
Non-brain cancer,Read2,"Hodgkin's disease, nodular sclerosis",B614.00
Non-brain cancer,Read2,"Hodgkin's disease, nodular sclerosis NOS",B614z00
Non-brain cancer,Read2,"Hodgkin's disease, nodular sclerosis of spleen",B614700
Non-brain cancer,Read2,"Hodgkin's disease, nodular sclerosis of unspecified site",B614000
Non-brain cancer,Read2,Hodgkin's granuloma,B611.00
Non-brain cancer,Read2,"Hodgkin's granuloma of lymph nodes of head, face and neck",B611100
Non-brain cancer,Read2,Hodgkin's lymphocytic depletion lymph nodes axilla and arm,B616400
Non-brain cancer,Read2,Hodgkin's lymphocytic depletion lymph nodes inguinal and leg,B616500
Non-brain cancer,Read2,Hodgkin's lymphocytic depletion lymph nodes multiple sites,B616800
Non-brain cancer,Read2,Hodgkin's lymphocytic depletion of unspecified site,B616000
Non-brain cancer,Read2,Hodgkin's mixed cellularity of intrathoracic lymph nodes,B615200
Non-brain cancer,Read2,"Hodgkin's mixed cellularity of lymph nodes head, face, neck",B615100
Non-brain cancer,Read2,Hodgkin's mixed cellularity of lymph nodes inguinal and leg,B615500
Non-brain cancer,Read2,"Hodgkin's nodular sclerosis of head, face and neck",B614100
Non-brain cancer,Read2,Hodgkin's nodular sclerosis of intra-abdominal lymph nodes,B614300
Non-brain cancer,Read2,Hodgkin's nodular sclerosis of intrathoracic lymph nodes,B614200
Non-brain cancer,Read2,Hodgkin's nodular sclerosis of lymph nodes of axilla and arm,B614400
Non-brain cancer,Read2,Hodgkin's nodular sclerosis of lymph nodes of multiple sites,B614800
Non-brain cancer,Read2,Hodgkin's paragranuloma,B610.00
Non-brain cancer,Read2,Hodgkin's paragranuloma of intra-abdominal lymph nodes,B610300
Non-brain cancer,Read2,"Hodgkin's paragranuloma of lymph nodes of head, face, neck",B610100
Non-brain cancer,Read2,Hodgkin's sarcoma,B612.00
Non-brain cancer,Read2,Hodgkin's sarcoma of lymph nodes of axilla and upper limb,B612400
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg",B613500
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node",B613300
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes",B613600
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes",B613200
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck",B613100
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic pred of multiple sites",B613800
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic predominance NOS",B613z00
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic predominance of spleen",B613700
Non-brain cancer,Read2,"Hodgkin's, lymphocytic-histiocytic predominance unspec site",B613000
Non-brain cancer,Read2,Hypernephroma,B4A0000
Non-brain cancer,Read2,Immunoproliferative neoplasm,B62zz11
Non-brain cancer,Read2,Immunoproliferative neoplasm or myeloma NOS,B63z.00
Non-brain cancer,Read2,Intraductal carcinoma in situ of breast,B830100
Non-brain cancer,Read2,Juvenile myelomonocytic leukaemia,B693.00
Non-brain cancer,Read2,Kahler's disease,B630.11
Non-brain cancer,Read2,Kaposi's sarcoma of lymph nodes,B6z0.00
Non-brain cancer,Read2,Kaposi's sarcoma of multiple organs,B592X00
Non-brain cancer,Read2,Kaposi's sarcoma of soft tissue,B31z000
Non-brain cancer,Read2,"Kaposi's sarcoma, unspecified",B59zX00
Non-brain cancer,Read2,Lambda light chain myeloma,B630300
Non-brain cancer,Read2,Letterer-Siwe disease,B625.00
Non-brain cancer,Read2,Letterer-Siwe disease NOS,B625z00
Non-brain cancer,Read2,Letterer-Siwe disease of intrathoracic lymph nodes,B625200
Non-brain cancer,Read2,Letterer-Siwe disease of lymph nodes of multiple sites,B625800
Non-brain cancer,Read2,Letterer-Siwe disease of unspecified sites,B625000
Non-brain cancer,Read2,Leukaemia NOS,B68z.00
Non-brain cancer,Read2,Leukaemia of unspecified cell type,B68..00
Non-brain cancer,Read2,Leukaemic reticuloend of intra-abdominal lymph nodes,B624300
Non-brain cancer,Read2,Leukaemic reticuloendotheliosis,B624.00
Non-brain cancer,Read2,Leukaemic reticuloendotheliosis,B624.11
Non-brain cancer,Read2,Leukaemic reticuloendotheliosis NOS,B624z00
Non-brain cancer,Read2,Leukaemic reticuloendotheliosis of unspecified sites,B624000
Non-brain cancer,Read2,Liver metastases,B577.11
Non-brain cancer,Read2,Lobular carcinoma in situ of breast,B830000
Non-brain cancer,Read2,Local recurrence of malignant tumour of breast,B36..00
Non-brain cancer,Read2,Local recurrence of malignant tumour of urinary bladder,B498.00
Non-brain cancer,Read2,Lung cancer,B22z.11
Non-brain cancer,Read2,Lymph node metastases,B56..11
Non-brain cancer,Read2,Lymphatic leukaemia,B64..11
Non-brain cancer,Read2,Lymphoblastic (diffuse) lymphoma,B62F200
Non-brain cancer,Read2,Lymphocyte-rich classical Hodgkin lymphoma,B61B.00
Non-brain cancer,Read2,Lymphoepithelioid lymphoma,B62x100
Non-brain cancer,Read2,Lymphoid and histiocytic malignancy NOS,B62zz00
Non-brain cancer,Read2,Lymphoid leukaemia,B64..00
Non-brain cancer,Read2,Lymphoid leukaemia NOS,B64z.00
Non-brain cancer,Read2,Lymphoma stage I,4M20.00
Non-brain cancer,Read2,Lymphoma stage II,4M21.00
Non-brain cancer,Read2,Lymphoma stage III,4M22.00
Non-brain cancer,Read2,Lymphoma stage IV,4M23.00
Non-brain cancer,Read2,Lymphomatoid papulosis,M162800
Non-brain cancer,Read2,Lymphosarcoma,B601.00
Non-brain cancer,Read2,Lymphosarcoma and reticulosarcoma,B60..00
Non-brain cancer,Read2,Lymphosarcoma cell leukaemia,B67y000
Non-brain cancer,Read2,Lymphosarcoma NOS,B601z00
Non-brain cancer,Read2,Lymphosarcoma of intra-abdominal lymph nodes,B601300
Non-brain cancer,Read2,Lymphosarcoma of intrathoracic lymph nodes,B601200
Non-brain cancer,Read2,"Lymphosarcoma of lymph nodes of head, face and neck",B601100
Non-brain cancer,Read2,Lymphosarcoma of lymph nodes of inguinal region and leg,B601500
Non-brain cancer,Read2,Lymphosarcoma of lymph nodes of multiple sites,B601800
Non-brain cancer,Read2,Lymphosarcoma of spleen,B601700
Non-brain cancer,Read2,Lymphosarcoma of unspecified site,B601000
Non-brain cancer,Read2,Macroglobulinaemia,C333.00
Non-brain cancer,Read2,Macroglobulinaemia NOS,C333z00
Non-brain cancer,Read2,"Mal neoplasm/periph nerves+autonomic nervous system,unspc",B524W00
Non-brain cancer,Read2,"Malig neo, overlapping lesion of heart, mediastinum & pleura",B25..00
Non-brain cancer,Read2,"Malig neop auditory tube, middle ear and mastoid air cells",B201.00
Non-brain cancer,Read2,"Malig neop auditory tube, middle ear, mastoid air cells NOS",B201z00
Non-brain cancer,Read2,"Malig neop connective and soft tissue head, face, neck NOS",B310z00
Non-brain cancer,Read2,Malig neop connective and soft tissue hip and leg NOS,B312z00
Non-brain cancer,Read2,Malig neop connective and soft tissue of popliteal space,B312200
Non-brain cancer,Read2,Malig neop connective and soft tissue other specified site,B31y.00
Non-brain cancer,Read2,Malig neop connective and soft tissue upper limb/shoulder,B311.00
Non-brain cancer,Read2,Malig neop connective soft tissue upper limb/shoulder NOS,B311z00
Non-brain cancer,Read2,"Malig neop eyeball excl conjunctiva, cornea, retina, choroid",B500.00
Non-brain cancer,Read2,"Malig neop nasal cavities, middle ear and accessory sinuses",B20..00
Non-brain cancer,Read2,"Malig neop of connective and soft tissue head, face and neck",B310.00
Non-brain cancer,Read2,Malig neop of connective and soft tissue of abdomen NOS,B314z00
Non-brain cancer,Read2,Malig neop of connective and soft tissue of abdominal wall,B314000
Non-brain cancer,Read2,Malig neop of connective and soft tissue of hip and leg,B312.00
Non-brain cancer,Read2,Malig neop of connective and soft tissue of inguinal region,B315100
Non-brain cancer,Read2,Malig neop of connective and soft tissue of lower leg,B312300
Non-brain cancer,Read2,Malig neop of connective and soft tissue of pelvis NOS,B315z00
Non-brain cancer,Read2,Malig neop of connective and soft tissue of thorax NOS,B313z00
Non-brain cancer,Read2,Malig neop of connective and soft tissue thigh and upper leg,B312100
Non-brain cancer,Read2,Malig neop of connective and soft tissue trunk unspecified,B316.00
Non-brain cancer,Read2,Malig neop of endocrine gland or related structure NOS,B54z.00
Non-brain cancer,Read2,Malig neop of kidney and other unspecified urinary organs,B4A..00
Non-brain cancer,Read2,Malig neop of other and unspecified female genital organs,B45..00
Non-brain cancer,Read2,Malig neop of other and unspecified parts of nervous system,B52..00
Non-brain cancer,Read2,"Malig neop of other site of heart, thymus and mediastinum",B24y.00
Non-brain cancer,Read2,Malig neop of scapula and long bones of upper arm NOS,B304z00
Non-brain cancer,Read2,"Malig neop of upper respiratory tract, part unspecified",B2z0.00
Non-brain cancer,Read2,Malig neop oth/ill-defined sites digestive tract/peritoneum,B1z..00
Non-brain cancer,Read2,"Malig neop other site nasal cavity, middle ear and sinuses",B20y.00
Non-brain cancer,Read2,"Malig neop other site rectum, rectosigmoid junction and anus",B14y.00
Non-brain cancer,Read2,"Malig neop other/ill-defined sites lip, oral cavity, pharynx",B0z..00
Non-brain cancer,Read2,Malig neop other/ill-defined sites resp/intrathoracic organs,B2z..00
Non-brain cancer,Read2,Malig neop skin of ear and external auricular canal NOS,B332z00
Non-brain cancer,Read2,Malig neopl of connective and soft tissue - sacrum or coccyx,B315300
Non-brain cancer,Read2,Malig neopl peripheral nerves and autonomic nervous system,B524.00
Non-brain cancer,Read2,Malig neoplasm of connective and soft tissues of lumb spine,B314100
Non-brain cancer,Read2,Malig neoplasm of connective and soft tissues of thor spine,B313300
Non-brain cancer,Read2,Malignant ascites,B576200
Non-brain cancer,Read2,Malignant histiocytosis,B623.00
Non-brain cancer,Read2,Malignant histiocytosis NOS,B623z00
Non-brain cancer,Read2,Malignant histiocytosis of intra-abdominal lymph nodes,B623300
Non-brain cancer,Read2,"Malignant histiocytosis of lymph nodes head, face and neck",B623100
Non-brain cancer,Read2,Malignant histiocytosis of unspecified site,B623000
Non-brain cancer,Read2,Malignant immunoproliferative small intestinal disease,B62x500
Non-brain cancer,Read2,Malignant lymphoma NOS,B62y.00
Non-brain cancer,Read2,Malignant lymphoma NOS,B62yz00
Non-brain cancer,Read2,Malignant lymphoma NOS of intra-abdominal lymph nodes,B62y300
Non-brain cancer,Read2,Malignant lymphoma NOS of intrapelvic lymph nodes,B62y600
Non-brain cancer,Read2,Malignant lymphoma NOS of intrathoracic lymph nodes,B62y200
Non-brain cancer,Read2,Malignant lymphoma NOS of lymph node inguinal region and leg,B62y500
Non-brain cancer,Read2,Malignant lymphoma NOS of lymph nodes of axilla and arm,B62y400
Non-brain cancer,Read2,"Malignant lymphoma NOS of lymph nodes of head, face and neck",B62y100
Non-brain cancer,Read2,Malignant lymphoma NOS of lymph nodes of multiple sites,B62y800
Non-brain cancer,Read2,Malignant lymphoma NOS of spleen,B62y700
Non-brain cancer,Read2,Malignant lymphoma NOS of unspecified site,B62y000
Non-brain cancer,Read2,Malignant lymphoma otherwise specified,B62x.00
Non-brain cancer,Read2,Malignant mast cell tumour NOS,B626z00
Non-brain cancer,Read2,Malignant mast cell tumours,B626.00
Non-brain cancer,Read2,Malignant melanoma of ankle,B327500
Non-brain cancer,Read2,Malignant melanoma of auricle (ear),B322000
Non-brain cancer,Read2,Malignant melanoma of axilla,B325000
Non-brain cancer,Read2,Malignant melanoma of back,B325700
Non-brain cancer,Read2,Malignant melanoma of breast,B325100
Non-brain cancer,Read2,Malignant melanoma of buttock,B325200
Non-brain cancer,Read2,Malignant melanoma of chest wall,B325800
Non-brain cancer,Read2,Malignant melanoma of chin,B323100
Non-brain cancer,Read2,Malignant melanoma of ear and external auricular canal,B322.00
Non-brain cancer,Read2,Malignant melanoma of ear and external auricular canal NOS,B322z00
Non-brain cancer,Read2,Malignant melanoma of external auditory meatus,B322100
Non-brain cancer,Read2,Malignant melanoma of external surface of cheek,B323000
Non-brain cancer,Read2,Malignant melanoma of external surface of nose,B323400
Non-brain cancer,Read2,Malignant melanoma of eyebrow,B323200
Non-brain cancer,Read2,Malignant melanoma of eyelid including canthus,B321.00
Non-brain cancer,Read2,Malignant melanoma of face NOS,B323z00
Non-brain cancer,Read2,Malignant melanoma of finger,B326400
Non-brain cancer,Read2,Malignant melanoma of foot,B327700
Non-brain cancer,Read2,Malignant melanoma of fore-arm,B326200
Non-brain cancer,Read2,Malignant melanoma of forehead,B323300
Non-brain cancer,Read2,Malignant melanoma of great toe,B327900
Non-brain cancer,Read2,Malignant melanoma of groin,B325300
Non-brain cancer,Read2,Malignant melanoma of hand,B326300
Non-brain cancer,Read2,Malignant melanoma of heel,B327600
Non-brain cancer,Read2,Malignant melanoma of hip,B327000
Non-brain cancer,Read2,Malignant melanoma of knee,B327200
Non-brain cancer,Read2,Malignant melanoma of lip,B320.00
Non-brain cancer,Read2,Malignant melanoma of lower leg,B327400
Non-brain cancer,Read2,Malignant melanoma of lower limb and hip,B327.00
Non-brain cancer,Read2,Malignant melanoma of lower limb or hip NOS,B327z00
Non-brain cancer,Read2,Malignant melanoma of neck,B324100
Non-brain cancer,Read2,Malignant melanoma of other and unspecified parts of face,B323.00
Non-brain cancer,Read2,Malignant melanoma of other specified skin site,B32y.00
Non-brain cancer,Read2,Malignant melanoma of perianal skin,B325400
Non-brain cancer,Read2,Malignant melanoma of perineum,B325500
Non-brain cancer,Read2,Malignant melanoma of popliteal fossa area,B327300
Non-brain cancer,Read2,Malignant melanoma of scalp,B324000
Non-brain cancer,Read2,Malignant melanoma of scalp and neck,B324.00
Non-brain cancer,Read2,Malignant melanoma of scalp and neck NOS,B324z00
Non-brain cancer,Read2,Malignant melanoma of shoulder,B326000
Non-brain cancer,Read2,Malignant melanoma of skin,B32..00
Non-brain cancer,Read2,Malignant melanoma of skin NOS,B32z.00
Non-brain cancer,Read2,Malignant melanoma of temple,B323500
Non-brain cancer,Read2,Malignant melanoma of thigh,B327100
Non-brain cancer,Read2,Malignant melanoma of thumb,B326500
Non-brain cancer,Read2,Malignant melanoma of toe,B327800
Non-brain cancer,Read2,Malignant melanoma of trunk (excluding scrotum),B325.00
Non-brain cancer,Read2,"Malignant melanoma of trunk, excluding scrotum, NOS",B325z00
Non-brain cancer,Read2,Malignant melanoma of umbilicus,B325600
Non-brain cancer,Read2,Malignant melanoma of upper arm,B326100
Non-brain cancer,Read2,Malignant melanoma of upper limb and shoulder,B326.00
Non-brain cancer,Read2,Malignant melanoma of upper limb or shoulder NOS,B326z00
Non-brain cancer,Read2,"Malignant neoplasm aryepiglottic fold, hypopharyngeal aspect",B082.00
Non-brain cancer,Read2,Malignant neoplasm gallbladder and extrahepatic bile ducts,B16..00
Non-brain cancer,Read2,Malignant neoplasm gallbladder/extrahepatic bile ducts NOS,B16z.00
Non-brain cancer,Read2,Malignant neoplasm lymphatic or haematopoietic tissue NOS,B6z..00
Non-brain cancer,Read2,Malignant neoplasm lymphatic or haematopoietic tissue OS,B6y..00
Non-brain cancer,Read2,Malignant neoplasm of abdomen,B552.00
Non-brain cancer,Read2,Malignant neoplasm of abdominal oesophagus,B102.00
Non-brain cancer,Read2,Malignant neoplasm of accessory sinus NOS,B20z.00
Non-brain cancer,Read2,Malignant neoplasm of acromion,B304100
Non-brain cancer,Read2,Malignant neoplasm of adenoid,B071000
Non-brain cancer,Read2,Malignant neoplasm of adrenal cortex,B540000
Non-brain cancer,Read2,Malignant neoplasm of adrenal gland,B540.00
